ﾃﾞｰﾀ処理NO,情報区分ｺｰﾄﾞ,ﾃﾞｰﾀ作成日,発注者ｺｰﾄﾞ,受注者ｺｰﾄﾞ,発注部門ｺｰﾄﾞ,製造番号,訂正ｺｰﾄﾞ,ｺｯｸ区分,単位,支給区分,購買担当,材質規格寸法,仕様書有無,版数,品名,受注者品名ｺｰﾄﾞ,発注者品名ｺｰﾄﾞ,荷姿,納期,所要計画数量,備考,計画番号,計画年月日,標準納入日数,ｴﾝﾄﾞﾕｰｻﾞｰ名,指定ﾒｰｶｰ名,所要期間,契約条件区分,機種ｺｰﾄﾞ,戦略物資区分,発注品仕様,発注部門名,購買担当K,材質規格寸法K,品名K,備考K,ｴﾝﾄﾞﾕｰｻﾞｰ名K,指定ﾒｰｶｰ名K,機種名K,発注品仕様K,発注部門名K
469,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/29,5600,,E0035214634,2019/11/30,0,,,0,,,,,,,,,,,,,,
470,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/30,3200,,E0035214635,2019/11/30,0,,,0,,,,,,,,,,,,,,
471,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/2/3,3200,,E0035214636,2019/11/30,0,,,0,,,,,,,,,,,,,,
472,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/2/4,3200,,E0035214637,2019/11/30,0,,,0,,,,,,,,,,,,,,
473,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/22,100,,E0035215098,2019/11/30,0,,,0,,,,,,,,,,,,,,
474,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/23,200,,E0035215099,2019/11/30,0,,,0,,,,,,,,,,,,,,
475,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/28,200,,E0035215100,2019/11/30,0,,,0,,,,,,,,,,,,,,
476,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/29,100,,E0035215101,2019/11/30,0,,,0,,,,,,,,,,,,,,
477,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/2/3,300,,E0035215102,2019/11/30,0,,,0,,,,,,,,,,,,,,
478,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/2/4,100,,E0035215103,2019/11/30,0,,,0,,,,,,,,,,,,,,
479,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞBU,,P021A-13R00,,2020/1/23,52,,E0035215125,2019/11/30,0,,,0,,,,,,,,,,,,,,
480,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/22,884,,E0035215275,2019/11/30,0,,,0,,,,,,,,,,,,,,
481,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/23,416,,E0035215276,2019/11/30,0,,,0,,,,,,,,,,,,,,
482,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/24,1040,,E0035215277,2019/11/30,0,,,0,,,,,,,,,,,,,,
483,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/28,624,,E0035215278,2019/11/30,0,,,0,,,,,,,,,,,,,,
484,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/29,1508,,E0035215279,2019/11/30,0,,,0,,,,,,,,,,,,,,
485,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/30,520,,E0035215280,2019/11/30,0,,,0,,,,,,,,,,,,,,
486,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/2/3,624,,E0035215281,2019/11/30,0,,,0,,,,,,,,,,,,,,
487,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/2/4,780,,E0035215282,2019/11/30,0,,,0,,,,,,,,,,,,,,
488,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/22,1620,,E0035215738,2019/11/30,0,,,0,,,,,,,,,,,,,,
489,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/23,1755,,E0035215739,2019/11/30,0,,,0,,,,,,,,,,,,,,
490,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/24,1485,,E0035215740,2019/11/30,0,,,0,,,,,,,,,,,,,,
491,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/28,1755,,E0035215741,2019/11/30,0,,,0,,,,,,,,,,,,,,
492,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/29,2700,,E0035215742,2019/11/30,0,,,0,,,,,,,,,,,,,,
493,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/30,1350,,E0035215743,2019/11/30,0,,,0,,,,,,,,,,,,,,
494,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/2/3,1620,,E0035215744,2019/11/30,0,,,0,,,,,,,,,,,,,,
495,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/2/4,1620,,E0035215745,2019/11/30,0,,,0,,,,,,,,,,,,,,
496,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/1/22,100,,E0035215933,2019/11/30,0,,,0,,,,,,,,,,,,,,
497,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/1/24,100,,E0035215934,2019/11/30,0,,,0,,,,,,,,,,,,,,
498,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/1/29,100,,E0035215935,2019/11/30,0,,,0,,,,,,,,,,,,,,
499,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(R),,P011A-13S00,,2020/1/24,40,,E0035216114,2019/11/30,0,,,0,,,,,,,,,,,,,,
500,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(R),,P011A-13S00,,2020/2/3,5,,E0035216115,2019/11/30,0,,,0,,,,,,,,,,,,,,
501,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/22,1500,,E0035217156,2019/11/30,0,,,0,,,,,,,,,,,,,,
502,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/23,1800,,E0035217157,2019/11/30,0,,,0,,,,,,,,,,,,,,
503,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/24,1200,,E0035217158,2019/11/30,0,,,0,,,,,,,,,,,,,,
504,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/28,1800,,E0035217159,2019/11/30,0,,,0,,,,,,,,,,,,,,
505,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/29,3000,,E0035217160,2019/11/30,0,,,0,,,,,,,,,,,,,,
506,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/30,1500,,E0035217161,2019/11/30,0,,,0,,,,,,,,,,,,,,
507,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/2/3,1800,,E0035217162,2019/11/30,0,,,0,,,,,,,,,,,,,,
508,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/2/4,1500,,E0035217163,2019/11/30,0,,,0,,,,,,,,,,,,,,
509,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/1/24,138,,E0035217357,2019/11/30,0,,,0,,,,,,,,,,,,,,
510,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/2/3,69,,E0035217358,2019/11/30,0,,,0,,,,,,,,,,,,,,
511,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/22,700,,E0035217401,2019/11/30,0,,,0,,,,,,,,,,,,,,
512,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/23,800,,E0035217402,2019/11/30,0,,,0,,,,,,,,,,,,,,
513,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/24,600,,E0035217403,2019/11/30,0,,,0,,,,,,,,,,,,,,
514,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/28,600,,E0035217404,2019/11/30,0,,,0,,,,,,,,,,,,,,
515,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/29,1200,,E0035217405,2019/11/30,0,,,0,,,,,,,,,,,,,,
516,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/30,900,,E0035217406,2019/11/30,0,,,0,,,,,,,,,,,,,,
517,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/2/3,700,,E0035217407,2019/11/30,0,,,0,,,,,,,,,,,,,,
518,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/2/4,700,,E0035217408,2019/11/30,0,,,0,,,,,,,,,,,,,,
519,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/22,1600,,E0035217559,2019/11/30,0,,,0,,,,,,,,,,,,,,
520,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/23,1600,,E0035217560,2019/11/30,0,,,0,,,,,,,,,,,,,,
521,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/24,1600,,E0035217561,2019/11/30,0,,,0,,,,,,,,,,,,,,
522,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/28,1200,,E0035217562,2019/11/30,0,,,0,,,,,,,,,,,,,,
523,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/29,2800,,E0035217563,2019/11/30,0,,,0,,,,,,,,,,,,,,
524,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/30,1600,,E0035217564,2019/11/30,0,,,0,,,,,,,,,,,,,,
525,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/2/3,1600,,E0035217565,2019/11/30,0,,,0,,,,,,,,,,,,,,
526,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/2/4,1600,,E0035217566,2019/11/30,0,,,0,,,,,,,,,,,,,,
527,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚB,,P2140-42410,,2020/1/22,200,,E0035217605,2019/11/30,0,,,0,,,,,,,,,,,,,,
528,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚB,,P2140-42410,,2020/2/3,200,,E0035217606,2019/11/30,0,,,0,,,,,,,,,,,,,,
529,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚB,,P2151-45940,,2020/1/28,500,,E0035217613,2019/11/30,0,,,0,,,,,,,,,,,,,,
530,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚﾌﾀｶﾝU,,P219A-47400,,2020/2/3,210,,E0035218104,2019/11/30,0,,,0,,,,,,,,,,,,,,
531,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/1/22,500,,E0035219078,2019/11/30,0,,,0,,,,,,,,,,,,,,
532,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/1/29,500,,E0035219079,2019/11/30,0,,,0,,,,,,,,,,,,,,
533,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽｼﾞﾖｲﾝﾄ,,P0242-12700,,2020/2/5,500,,E0035219519,2019/11/30,0,,,0,,,,,,,,,,,,,,
534,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/22,300,,E0035220979,2019/11/30,0,,,0,,,,,,,,,,,,,,
535,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/23,120,,E0035220980,2019/11/30,0,,,0,,,,,,,,,,,,,,
536,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/24,390,,E0035220981,2019/11/30,0,,,0,,,,,,,,,,,,,,
537,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/28,210,,E0035220982,2019/11/30,0,,,0,,,,,,,,,,,,,,
538,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/29,660,,E0035220983,2019/11/30,0,,,0,,,,,,,,,,,,,,
539,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/30,150,,E0035220984,2019/11/30,0,,,0,,,,,,,,,,,,,,
540,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/2/3,300,,E0035220985,2019/11/30,0,,,0,,,,,,,,,,,,,,
541,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/2/4,210,,E0035220986,2019/11/30,0,,,0,,,,,,,,,,,,,,
542,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-06F10,,2020/2/3,24,,E0035221018,2019/11/30,0,,,0,,,,,,,,,,,,,,
543,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/1/29,4800,,E0035221272,2019/11/30,0,,,0,,,,,,,,,,,,,,
544,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/2/4,3200,,E0035221273,2019/11/30,0,,,0,,,,,,,,,,,,,,
545,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/2/6,3200,,E0035221274,2019/11/30,0,,,0,,,,,,,,,,,,,,
546,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/2/8,3200,,E0035221275,2019/11/30,0,,,0,,,,,,,,,,,,,,
547,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/29,960,,E0035222229,2019/11/30,0,,,0,,,,,,,,,,,,,,
548,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/30,360,,E0035222230,2019/11/30,0,,,0,,,,,,,,,,,,,,
549,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/3,360,,E0035222231,2019/11/30,0,,,0,,,,,,,,,,,,,,
550,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/4,480,,E0035222232,2019/11/30,0,,,0,,,,,,,,,,,,,,
551,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/5,240,,E0035222233,2019/11/30,0,,,0,,,,,,,,,,,,,,
552,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/6,600,,E0035222234,2019/11/30,0,,,0,,,,,,,,,,,,,,
553,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/7,240,,E0035222235,2019/11/30,0,,,0,,,,,,,,,,,,,,
554,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/8,360,,E0035222236,2019/11/30,0,,,0,,,,,,,,,,,,,,
555,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/22,2000,,E0035222698,2019/11/30,0,,,0,,,,,,,,,,,,,,
556,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/23,2000,,E0035222699,2019/11/30,0,,,0,,,,,,,,,,,,,,
557,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/24,1000,,E0035222700,2019/11/30,0,,,0,,,,,,,,,,,,,,
558,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/28,1000,,E0035222701,2019/11/30,0,,,0,,,,,,,,,,,,,,
559,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/29,3000,,E0035222702,2019/11/30,0,,,0,,,,,,,,,,,,,,
560,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/30,2000,,E0035222703,2019/11/30,0,,,0,,,,,,,,,,,,,,
561,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/2/3,2000,,E0035222704,2019/11/30,0,,,0,,,,,,,,,,,,,,
562,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/2/4,2000,,E0035222705,2019/11/30,0,,,0,,,,,,,,,,,,,,
563,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/22,800,,E0035222770,2019/11/30,0,,,0,,,,,,,,,,,,,,
564,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/23,1100,,E0035222771,2019/11/30,0,,,0,,,,,,,,,,,,,,
565,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/24,600,,E0035222772,2019/11/30,0,,,0,,,,,,,,,,,,,,
566,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/28,1100,,E0035222773,2019/11/30,0,,,0,,,,,,,,,,,,,,
567,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/29,1200,,E0035222774,2019/11/30,0,,,0,,,,,,,,,,,,,,
568,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/30,1000,,E0035222775,2019/11/30,0,,,0,,,,,,,,,,,,,,
569,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/2/3,900,,E0035222776,2019/11/30,0,,,0,,,,,,,,,,,,,,
570,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/2/4,900,,E0035222777,2019/11/30,0,,,0,,,,,,,,,,,,,,
571,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲｱｼ,,P0335-36420,,2020/2/4,2520,,E0035222975,2019/11/30,0,,,0,,,,,,,,,,,,,,
572,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/22,1700,,E0035223101,2019/11/30,0,,,0,,,,,,,,,,,,,,
573,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/23,1700,,E0035223102,2019/11/30,0,,,0,,,,,,,,,,,,,,
574,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/24,1600,,E0035223103,2019/11/30,0,,,0,,,,,,,,,,,,,,
575,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/28,1700,,E0035223104,2019/11/30,0,,,0,,,,,,,,,,,,,,
576,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/29,2900,,E0035223105,2019/11/30,0,,,0,,,,,,,,,,,,,,
577,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/30,1600,,E0035223106,2019/11/30,0,,,0,,,,,,,,,,,,,,
578,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/2/3,1700,,E0035223107,2019/11/30,0,,,0,,,,,,,,,,,,,,
579,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/2/4,1500,,E0035223108,2019/11/30,0,,,0,,,,,,,,,,,,,,
580,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/22,180,,E0035223259,2019/11/30,0,,,0,,,,,,,,,,,,,,
581,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/23,90,,E0035223260,2019/11/30,0,,,0,,,,,,,,,,,,,,
582,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/24,360,,E0035223261,2019/11/30,0,,,0,,,,,,,,,,,,,,
583,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/28,180,,E0035223262,2019/11/30,0,,,0,,,,,,,,,,,,,,
584,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/29,630,,E0035223263,2019/11/30,0,,,0,,,,,,,,,,,,,,
585,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/2/3,270,,E0035223264,2019/11/30,0,,,0,,,,,,,,,,,,,,
586,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/2/4,90,,E0035223265,2019/11/30,0,,,0,,,,,,,,,,,,,,
